0	4.7671321747275135	4.7671321747275135	4.7671321747275135	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.1	4.7671321747275135	4.7671321747275135	4.7671321747275135	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.2	4.7671321747275135	4.7671321747275135	4.7671321747275135	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.3	4.767132174727514	4.767132174727514	4.767132174727514	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.4	4.7671321747275135	4.7671321747275135	4.7671321747275135	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.5	4.7671321747275135	4.7671321747275135	4.7671321747275135	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.6	4.7671321747275135	4.7671321747275135	4.7671321747275135	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.7	4.7671321747275135	4.7671321747275135	4.7671321747275135	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.8	4.7671321747275135	4.7671321747275135	4.7671321747275135	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.9	4.767132174727514	4.767132174727514	4.767132174727514	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1	4.7671321747275135	4.7671321747275135	4.7671321747275135	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1.1	4.7671321747275135	4.7671321747275135	4.7671321747275135	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1.2	4.7671321747275135	4.7671321747275135	4.7671321747275135	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1.3	4.767132174727514	4.767132174727514	4.767132174727514	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1.4	4.7671321747275135	4.7671321747275135	4.7671321747275135	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1.5	4.7671321747275135	4.7671321747275135	4.7671321747275135	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1.6	4.7671321747275135	4.7671321747275135	4.7671321747275135	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1.7	4.7671321747275135	4.7671321747275135	4.7671321747275135	29.56009841727333	16.891551751518953	7.887110418803119	357.32825755445174	119.44061893016057	22.125044374861535	0	0	0	-0.0026681642353299263	-0.0020206970106355082	-0.0009553042533836678	-0.032251326432892524	-0.0153835505342692	-0.0029144794444703856
1.8	4.7671321747275135	4.7671321747275135	4.7671321747275135	39.95446760870673	33.680839495548774	15.46057793184462	1007.7991381996718	552.5463260626457	104.19593653751643	0	0	0	-0.0036063845258683855	-0.0036116035210398793	-0.0015912605533361876	-0.0909581891199798	-0.06329480997549634	-0.01177029755116429
1.9	4.7671321747275135	4.7671321747275135	4.7671321747275135	43.609451915717635	42.39423204268121	18.773449936988825	1661.4914670045314	1116.6132855033366	206.88766599279757	0	0	0	-0.003936292033989688	-0.004297983708706875	-0.0018129209065760972	-0.14995453849496887	-0.12071613840377746	-0.021666182604138606
2	4.7671321747275135	4.7671321747275135	4.7671321747275135	44.89461401503484	46.53836742214307	20.120126967012776	2235.464762859553	1678.5187429244788	305.1863680561543	0	0	0	-0.004052293797637259	-0.004563670971438977	-0.001888986310391902	-0.20175570807612725	-0.1747765639929825	-0.030619492800063177
2.1	4.7671321747275135	4.7671321747275135	4.7671321747275135	45.346532306324804	48.51368324412254	20.671770746464148	2715.935877181266	2183.3448852506135	390.9389363573696	0	0	0	-0.004093085008988825	-0.004664081055328648	-0.0019149169839948643	-0.245118130018743	-0.22143852752290522	-0.03819120330677319
2.2	4.767132174727514	4.767132174727514	4.767132174727514	45.50545982902782	49.498220591025664	20.907337793579103	3110.5161608314825	2616.300406054227	462.93899432507584	0	0	0	-0.004107430182205034	-0.004702175645801352	-0.0019236266263455276	-0.2807288646999292	-0.2603137316128869	-0.044431472520279236
2.3	4.7671321747275135	4.7671321747275135	4.7671321747275135	45.56129843772035	50.02396993614597	21.015202795759514	3431.9663480472686	2979.309527864484	522.3675908799892	0	0	0	-0.004112470306786561	-0.00471694306850907	-0.0019264550781382353	-0.30973961339862505	-0.2922099821188926	-0.049520707092660037
